dam,dir,encounter,m,y
17,s,pirates,9,1400
16,n,pirates,9,1400
25,s,merpeople,9,1400
19,n,pirates,9,1400
7,s,sharks,9,1400
95,s,merpeople,9,1400
18,s,pirates,9,1400
62,s,kraken,9,1400
93,s,nessie,9,1400
29,n,merpeople,9,1400
43,s,pirates,9,1400
74,s,merpeople,9,1400
40,n,pirates,9,1400
27,s,pirates,9,1400
19,s,sharks,9,1400
29,n,sharks,9,1400
48,n,pirates,9,1400
29,s,merpeople,9,1400
79,n,water elemental,9,1400
25,n,sharks,9,1400
100,n,unknown,9,1400
83,n,water elemental,9,1400
14,n,pirates,9,1400
36,s,pirates,9,1400
100,s,unknown,9,1400
20,n,pirates,9,1400
11,s,sharks,9,1400
43,s,merpeople,9,1400
26,n,merpeople,9,1400
15,n,sharks,9,1400
37,s,sharks,9,1400
15,s,harpy,9,1400
100,n,unknown,10,1400
80,n,water elemental,10,1400
30,n,pirates,10,1400
14,s,pirates,10,1400
20,n,sharks,10,1400
19,s,pirates,10,1400
37,n,kraken,10,1400
40,s,sharks,10,1400
17,n,harpy,10,1400
50,s,merpeople,10,1400
100,n,unknown,10,1400
24,s,pirates,10,1400
100,s,unknown,10,1400
100,n,unknown,10,1400
55,s,crabmonsters,10,1400
35,n,pirates,10,1400
31,s,pirates,10,1400
32,n,sharks,10,1400
44,n,pirates,10,1400
63,n,merpeople,10,1400
42,s,pirates,10,1400
9,n,harpy,10,1400
44,s,pirates,10,1400
56,n,kraken,10,1400
16,s,sharks,10,1400
52,s,kraken,10,1400
31,n,kraken,10,1400
5,n,harpy,10,1400
35,n,pirates,10,1400
36,n,pirates,10,1400
23,n,pirates,10,1400
45,s,pirates,10,1400
100,s,unknown,10,1400
20,n,pirates,10,1400
14,s,harpy,10,1400
33,s,sharks,10,1400
46,n,merpeople,10,1400
20,n,harpy,10,1400
17,s,sharks,10,1400
53,n,kraken,10,1400
27,s,sharks,10,1400
18,n,sharks,10,1400
17,s,pirates,10,1400
16,n,sharks,10,1400
61,s,merpeople,10,1400
41,s,sharks,10,1400
28,n,sharks,10,1400
39,s,crabmonsters,10,1400
16,s,sharks,10,1400
21,n,pirates,10,1400
33,s,sharks,10,1400
15,n,sharks,10,1400
52,n,merpeople,10,1400
12,s,merpeople,10,1400
100,s,unknown,10,1400
19,s,sharks,10,1400
34,s,sharks,10,1400
100,s,unknown,10,1400
55,s,pirates,10,1400
27,s,merpeople,10,1400
18,n,harpy,10,1400
77,n,water elemental,10,1400
47,n,pirates,10,1400
79,n,water elemental,10,1400
14,n,harpy,10,1400
38,n,pirates,10,1400
46,n,pirates,10,1400
12,n,harpy,10,1400
16,s,harpy,10,1400
19,s,sharks,10,1400
48,s,pirates,10,1400
33,s,pirates,10,1400
14,n,pirates,10,1400
100,n,unknown,10,1400
15,n,pirates,10,1400
83,n,nessie,10,1400
59,s,merpeople,10,1400
1,n,crabmonsters,10,1400
11,n,sharks,10,1400
26,n,pirates,10,1400
100,n,unknown,10,1400
40,s,crabmonsters,10,1400
46,n,merpeople,10,1400
15,n,sharks,10,1400
12,s,harpy,10,1400
43,n,pirates,10,1400
100,n,unknown,10,1400
48,n,pirates,10,1400
21,n,sharks,10,1400
34,s,sharks,10,1400
17,s,sharks,10,1400
17,s,pirates,10,1400
23,n,pirates,10,1400
28,n,pirates,10,1400
18,s,merpeople,10,1400
15,n,harpy,10,1400
47,s,crabmonsters,10,1400
19,n,pirates,10,1400
19,s,sharks,10,1400
82,s,water elemental,10,1400
17,s,sharks,10,1400
33,n,sharks,10,1400
17,n,pirates,10,1400
21,n,sharks,10,1400
36,s,sharks,10,1400
58,n,merpeople,10,1400
13,s,pirates,10,1400
78,n,nessie,10,1400
100,s,unknown,10,1400
22,n,pirates,10,1400
10,n,harpy,10,1400
16,n,pirates,10,1400
21,n,sharks,10,1400
100,n,unknown,10,1400
37,s,crabmonsters,10,1400
71,s,crabmonsters,10,1400
100,n,unknown,10,1400
22,s,pirates,10,1400
77,n,water elemental,10,1400
42,n,merpeople,10,1400
52,s,kraken,10,1400
80,n,merpeople,10,1400
26,s,sharks,10,1400
15,s,pirates,10,1400
80,s,water elemental,10,1400
20,s,pirates,10,1400
49,s,merpeople,10,1400
97,s,demon whale,10,1400
6,s,crabmonsters,10,1400
50,s,pirates,10,1400
100,s,unknown,10,1400
10,s,merpeople,10,1400
91,s,demon whale,10,1400
27,n,sharks,10,1400
52,s,pirates,10,1400
75,n,water elemental,10,1400
13,n,pirates,10,1400
10,s,harpy,10,1400
52,s,pirates,10,1400
29,n,sharks,10,1400
7,s,harpy,10,1400
56,n,merpeople,10,1400
20,n,pirates,10,1400
77,n,water elemental,10,1400
38,s,merpeople,10,1400
25,n,sharks,10,1400
94,n,demon whale,10,1400
63,n,kraken,10,1400
12,n,harpy,10,1400
100,n,unknown,10,1400
21,s,crabmonsters,10,1400
32,n,sharks,10,1400
79,n,water elemental,10,1400
26,s,sharks,10,1400
23,n,sharks,10,1400
19,n,harpy,10,1400
51,s,kraken,10,1400
22,n,harpy,10,1400
18,s,sharks,10,1400
96,s,demon whale,10,1400
100,s,unknown,10,1400
58,n,merpeople,10,1400
100,s,unknown,10,1400
45,n,pirates,10,1400
15,s,harpy,10,1400
43,s,pirates,10,1400
87,s,nessie,10,1400
77,n,water elemental,10,1400
22,s,merpeople,10,1400
83,n,water elemental,10,1400
14,s,merpeople,10,1400
27,n,merpeople,10,1400
15,s,harpy,10,1400
37,n,pirates,10,1400
59,n,merpeople,10,1400
43,n,pirates,10,1400
84,s,water elemental,10,1400
39,n,sharks,10,1400
18,n,sharks,10,1400
23,s,pirates,10,1400
16,s,harpy,10,1400
83,n,water elemental,10,1400
7,n,crabmonsters,10,1400
77,n,water elemental,10,1400
6,n,pirates,10,1400
18,n,harpy,10,1400
30,s,kraken,10,1400
48,s,kraken,10,1400
47,s,merpeople,11,1400
24,n,pirates,11,1400
39,s,kraken,11,1400
48,s,kraken,11,1400
22,s,sharks,11,1400
100,n,unknown,11,1400
89,s,crabmonsters,11,1400
21,s,pirates,11,1400
55,s,merpeople,11,1400
40,s,sharks,11,1400
15,n,harpy,11,1400
81,s,water elemental,11,1400
27,n,sharks,11,1400
5,n,crabmonsters,11,1400
84,n,nessie,11,1400
34,s,crabmonsters,11,1400
17,s,harpy,11,1400
25,s,sharks,11,1400
19,s,sharks,11,1400
82,n,water elemental,11,1400
41,s,kraken,11,1400
13,s,harpy,11,1400
61,s,merpeople,11,1400
51,n,pirates,11,1400
32,s,pirates,11,1400
43,s,pirates,11,1400
30,s,merpeople,11,1400
20,n,pirates,11,1400
83,s,water elemental,11,1400
64,s,kraken,11,1400
21,s,pirates,11,1400
83,n,water elemental,11,1400
26,n,crabmonsters,11,1400
21,n,sharks,11,1400
40,s,kraken,11,1400
24,s,pirates,11,1400
34,s,sharks,11,1400
21,s,harpy,11,1400
100,s,unknown,11,1400
19,n,sharks,11,1400
24,n,pirates,11,1400
24,n,sharks,11,1400
13,s,pirates,11,1400
75,n,water elemental,11,1400
26,n,pirates,11,1400
52,n,pirates,11,1400
27,n,pirates,11,1400
35,s,sharks,11,1400
48,s,crabmonsters,11,1400
19,s,pirates,11,1400
16,s,pirates,11,1400
16,n,sharks,11,1400
100,n,unknown,11,1400
18,n,pirates,11,1400
26,n,sharks,11,1400
76,n,water elemental,11,1400
10,s,pirates,11,1400
22,n,sharks,11,1400
9,s,harpy,11,1400
21,s,pirates,11,1400
54,s,kraken,11,1400
41,n,pirates,11,1400
36,n,pirates,11,1400
100,s,unknown,11,1400
100,s,unknown,11,1400
85,n,water elemental,11,1400
17,s,sharks,11,1400
100,n,unknown,11,1400
35,s,sharks,11,1400
38,s,merpeople,11,1400
100,s,unknown,11,1400
13,s,pirates,11,1400
59,s,merpeople,11,1400
100,s,unknown,11,1400
83,n,water elemental,11,1400
34,n,pirates,11,1400
100,n,unknown,11,1400
52,n,pirates,11,1400
30,s,sharks,11,1400
48,n,pirates,11,1400
74,s,nessie,11,1400
92,n,nessie,11,1400
80,n,water elemental,11,1400
48,n,merpeople,11,1400
35,s,sharks,11,1400
25,n,pirates,11,1400
54,s,merpeople,11,1400
100,s,unknown,11,1400
19,s,sharks,11,1400
26,n,pirates,11,1400
16,s,pirates,11,1400
25,n,pirates,11,1400
14,n,harpy,11,1400
43,s,pirates,11,1400
87,n,nessie,11,1400
37,n,crabmonsters,11,1400
15,s,pirates,11,1400
14,n,sharks,11,1400
16,n,harpy,11,1400
92,n,demon whale,11,1400
76,n,water elemental,11,1400
7,s,crabmonsters,11,1400
27,n,sharks,11,1400
76,s,water elemental,11,1400
37,s,merpeople,11,1400
46,s,pirates,11,1400
58,n,kraken,11,1400
9,n,harpy,11,1400
78,s,water elemental,11,1400
17,n,harpy,11,1400
14,n,pirates,11,1400
15,s,harpy,11,1400
62,n,merpeople,11,1400
54,n,pirates,11,1400
21,n,sharks,11,1400
18,s,harpy,11,1400
26,s,sharks,11,1400
49,s,merpeople,11,1400
41,s,kraken,11,1400
26,n,pirates,11,1400
93,s,demon whale,11,1400
18,n,pirates,11,1400
28,s,pirates,11,1400
45,n,kraken,11,1400
19,n,pirates,11,1400
60,s,merpeople,11,1400
100,n,unknown,11,1400
48,s,pirates,11,1400
88,n,nessie,11,1400
80,s,nessie,11,1400
100,n,unknown,11,1400
19,n,pirates,11,1400
16,n,pirates,11,1400
14,s,crabmonsters,11,1400
44,n,pirates,11,1400
82,s,water elemental,11,1400
71,s,nessie,11,1400
100,n,unknown,11,1400
15,n,merpeople,11,1400
80,s,nessie,11,1400
18,n,pirates,11,1400
33,n,pirates,11,1400
27,s,sharks,11,1400
27,n,sharks,11,1400
49,n,kraken,11,1400
24,n,pirates,11,1400
16,s,sharks,11,1400
21,s,sharks,11,1400
27,s,pirates,11,1400
13,s,sharks,11,1400
100,s,unknown,11,1400
50,s,kraken,11,1400
82,n,water elemental,11,1400
48,n,pirates,11,1400
49,n,pirates,11,1400
13,n,pirates,11,1400
100,s,unknown,11,1400
76,s,water elemental,11,1400
26,n,pirates,11,1400
19,s,merpeople,11,1400
100,s,unknown,11,1400
20,n,harpy,11,1400
100,s,unknown,11,1400
52,n,merpeople,11,1400
20,s,pirates,11,1400
21,s,sharks,11,1400
19,s,sharks,11,1400
73,n,nessie,11,1400
1,n,crabmonsters,11,1400
84,n,water elemental,11,1400
12,n,pirates,11,1400
100,s,unknown,11,1400
10,n,pirates,11,1400
85,s,water elemental,11,1400
4,n,harpy,11,1400
17,s,harpy,11,1400
11,s,sharks,11,1400
0,s,crabmonsters,11,1400
73,n,nessie,11,1400
53,n,kraken,11,1400
29,s,pirates,11,1400
81,s,merpeople,11,1400
52,s,kraken,11,1400
23,s,pirates,11,1400
100,s,unknown,11,1400
100,s,unknown,11,1400
41,n,pirates,11,1400
29,n,pirates,12,1400
53,n,merpeople,12,1400
57,s,pirates,12,1400
17,s,pirates,12,1400
51,s,pirates,12,1400
26,n,crabmonsters,12,1400
100,s,unknown,12,1400
46,s,pirates,12,1400
57,s,pirates,12,1400
77,s,water elemental,12,1400
31,s,sharks,12,1400
42,n,merpeople,12,1400
47,s,pirates,12,1400
57,n,merpeople,12,1400
85,s,water elemental,12,1400
53,n,crabmonsters,12,1400
42,n,kraken,12,1400
8,n,crabmonsters,12,1400
40,n,pirates,12,1400
84,n,nessie,12,1400
85,n,water elemental,12,1400
75,n,nessie,12,1400
53,n,merpeople,12,1400
14,n,crabmonsters,12,1400
9,s,harpy,12,1400
52,n,merpeople,12,1400
54,n,merpeople,12,1400
50,s,kraken,12,1400
43,n,pirates,12,1400
49,n,merpeople,12,1400
51,n,kraken,12,1400
15,n,pirates,12,1400
16,n,pirates,12,1400
51,n,kraken,12,1400
78,s,nessie,12,1400
13,n,harpy,12,1400
49,n,kraken,12,1400
12,s,pirates,12,1400
88,s,nessie,12,1400
24,n,pirates,12,1400
23,s,pirates,12,1400
12,s,merpeople,12,1400
100,s,unknown,12,1400
48,s,pirates,12,1400
25,s,sharks,12,1400
100,s,unknown,12,1400
10,s,pirates,12,1400
26,s,sharks,12,1400
100,n,unknown,12,1400
17,s,pirates,12,1400
89,n,demon whale,12,1400
46,s,pirates,12,1400
100,n,unknown,12,1400
19,s,pirates,12,1400
26,n,pirates,12,1400
27,n,merpeople,12,1400
83,s,water elemental,12,1400
12,s,pirates,12,1400
27,s,pirates,12,1400
51,n,kraken,12,1400
51,s,merpeople,12,1400
64,s,kraken,12,1400
16,n,pirates,12,1400
20,n,sharks,12,1400
26,n,sharks,12,1400
15,n,pirates,12,1400
47,s,kraken,12,1400
32,n,sharks,12,1400
16,s,pirates,12,1400
51,n,merpeople,12,1400
31,n,sharks,12,1400
100,s,unknown,12,1400
18,s,sharks,12,1400
21,n,pirates,12,1400
49,n,pirates,12,1400
6,n,sharks,12,1400
20,n,sharks,12,1400
40,s,pirates,12,1400
21,s,pirates,12,1400
14,n,pirates,12,1400
25,s,pirates,12,1400
100,n,unknown,12,1400
52,s,kraken,12,1400
100,n,unknown,12,1400
52,n,merpeople,12,1400
100,n,unknown,12,1400
12,n,pirates,12,1400
100,n,unknown,12,1400
17,n,sharks,12,1400
80,s,water elemental,12,1400
46,s,pirates,12,1400
44,n,pirates,12,1400
37,s,kraken,12,1400
83,s,nessie,12,1400
65,s,crabmonsters,12,1400
5,s,crabmonsters,12,1400
31,n,pirates,12,1400
17,s,harpy,12,1400
29,s,pirates,12,1400
18,n,sharks,12,1400
14,n,sharks,12,1400
27,s,sharks,12,1400
27,n,sharks,12,1400
100,n,unknown,12,1400
81,n,water elemental,12,1400
51,s,merpeople,12,1400
19,s,crabmonsters,12,1400
48,n,pirates,12,1400
74,n,water elemental,12,1400
100,n,unknown,12,1400
36,n,pirates,12,1400
56,s,merpeople,12,1400
38,s,pirates,12,1400
76,n,water elemental,12,1400
50,n,kraken,12,1400
22,s,pirates,12,1400
11,n,pirates,12,1400
28,s,sharks,12,1400
23,n,sharks,12,1400
43,s,kraken,12,1400
43,n,merpeople,12,1400
58,s,merpeople,12,1400
61,s,merpeople,12,1400
21,n,pirates,12,1400
30,s,merpeople,12,1400
52,n,pirates,12,1400
11,s,harpy,12,1400
77,s,water elemental,12,1400
43,n,pirates,12,1400
100,s,unknown,12,1400
43,s,merpeople,12,1400
62,n,kraken,12,1400
17,s,pirates,12,1400
30,s,sharks,12,1400
19,n,pirates,12,1400
41,n,kraken,12,1400
8,n,harpy,12,1400
59,s,merpeople,12,1400
83,n,nessie,12,1400
62,n,kraken,12,1400
41,s,merpeople,12,1400
76,s,kraken,12,1400
83,s,water elemental,12,1400
21,s,sharks,12,1400
69,s,merpeople,12,1400
33,s,pirates,12,1400
85,n,water elemental,12,1400
54,n,kraken,12,1400
17,n,pirates,12,1400
76,n,water elemental,12,1400
12,n,pirates,12,1400
29,n,pirates,12,1400
59,n,crabmonsters,12,1400
55,n,merpeople,12,1400
91,n,nessie,12,1400
45,n,pirates,12,1400
100,s,unknown,12,1400
74,s,water elemental,12,1400
81,s,water elemental,12,1400
17,n,harpy,12,1400
14,n,pirates,12,1400
100,s,unknown,12,1400
81,s,water elemental,12,1400
25,n,pirates,12,1400
25,n,sharks,12,1400
20,s,harpy,12,1400
33,n,sharks,12,1400
21,n,pirates,12,1400
32,s,pirates,12,1400
83,n,water elemental,12,1400
82,s,nessie,12,1400
50,n,merpeople,12,1400
11,n,crabmonsters,12,1400
25,n,sharks,12,1400
84,n,water elemental,12,1400
12,s,crabmonsters,12,1400
6,n,pirates,12,1400
34,n,pirates,12,1400
43,s,pirates,12,1400
63,s,kraken,12,1400
79,s,water elemental,12,1400
23,s,pirates,12,1400
100,s,unknown,12,1400
32,s,sharks,1,1401
100,n,unknown,1,1401
89,s,nessie,1,1401
78,n,nessie,1,1401
67,s,kraken,1,1401
13,n,sharks,1,1401
32,s,sharks,1,1401
30,s,pirates,1,1401
16,n,pirates,1,1401
90,s,nessie,1,1401
39,n,kraken,1,1401
11,s,harpy,1,1401
42,s,crabmonsters,1,1401
22,s,sharks,1,1401
41,n,merpeople,1,1401
100,s,unknown,1,1401
11,n,harpy,1,1401
17,n,sharks,1,1401
100,n,unknown,1,1401
43,n,pirates,1,1401
16,n,sharks,1,1401
87,n,nessie,1,1401
9,n,pirates,1,1401
13,n,harpy,1,1401
43,s,kraken,1,1401
10,n,harpy,1,1401
8,n,sharks,1,1401
54,s,merpeople,1,1401
75,s,water elemental,1,1401
53,n,pirates,1,1401
21,n,sharks,1,1401
100,s,unknown,1,1401
16,s,sharks,1,1401
7,n,harpy,1,1401
20,n,sharks,1,1401
39,s,crabmonsters,1,1401
42,s,pirates,1,1401
100,s,unknown,1,1401
83,s,crabmonsters,1,1401
32,s,pirates,1,1401
100,n,unknown,1,1401
45,n,pirates,1,1401
22,s,pirates,1,1401
84,n,water elemental,1,1401
84,s,water elemental,1,1401
57,s,merpeople,1,1401
82,s,water elemental,1,1401
53,s,kraken,1,1401
22,n,pirates,1,1401
55,n,pirates,1,1401
14,s,pirates,1,1401
56,n,kraken,1,1401
21,n,crabmonsters,1,1401
36,n,pirates,1,1401
18,n,pirates,1,1401
30,n,pirates,1,1401
11,s,harpy,1,1401
24,s,sharks,1,1401
13,n,harpy,1,1401
52,n,merpeople,1,1401
72,n,kraken,1,1401
83,n,nessie,1,1401
96,s,demon whale,1,1401
33,s,pirates,1,1401
51,s,pirates,1,1401
15,s,sharks,1,1401
19,s,pirates,1,1401
46,n,pirates,1,1401
18,n,pirates,1,1401
11,s,pirates,1,1401
22,s,pirates,1,1401
34,s,pirates,1,1401
33,n,merpeople,1,1401
38,s,sharks,1,1401
17,s,pirates,1,1401
54,s,kraken,1,1401
15,n,merpeople,1,1401
80,s,water elemental,1,1401
64,s,merpeople,1,1401
77,s,water elemental,1,1401
74,s,water elemental,1,1401
71,s,crabmonsters,1,1401
54,n,pirates,1,1401
10,n,merpeople,1,1401
18,n,pirates,1,1401
24,s,pirates,1,1401
11,n,sharks,1,1401
100,n,unknown,1,1401
19,n,pirates,1,1401
55,s,pirates,1,1401
38,s,pirates,1,1401
100,s,unknown,1,1401
8,n,harpy,1,1401
30,n,merpeople,1,1401
23,s,sharks,1,1401
100,n,unknown,1,1401
13,s,sharks,1,1401
58,s,merpeople,1,1401
21,n,pirates,1,1401
13,s,harpy,1,1401
51,s,pirates,1,1401
35,s,sharks,1,1401
40,s,pirates,1,1401
40,n,sharks,1,1401
94,s,nessie,1,1401
45,n,pirates,1,1401
30,n,sharks,1,1401
22,n,crabmonsters,1,1401
18,s,pirates,1,1401
49,s,kraken,1,1401
100,s,unknown,1,1401
100,n,unknown,1,1401
36,n,pirates,1,1401
50,n,kraken,1,1401
30,n,sharks,1,1401
7,s,harpy,1,1401
28,s,pirates,1,1401
31,n,sharks,1,1401
44,n,pirates,1,1401
32,n,sharks,1,1401
50,s,kraken,1,1401
92,n,merpeople,1,1401
29,n,pirates,1,1401
13,n,sharks,1,1401
60,s,kraken,1,1401
100,s,unknown,1,1401
15,n,sharks,1,1401
55,s,merpeople,1,1401
21,s,pirates,1,1401
77,n,water elemental,1,1401
56,s,pirates,1,1401
29,s,merpeople,1,1401
17,s,pirates,1,1401
74,s,water elemental,1,1401
44,n,pirates,1,1401
84,s,water elemental,1,1401
57,n,kraken,1,1401
21,n,pirates,1,1401
14,s,pirates,1,1401
46,s,merpeople,1,1401
40,n,merpeople,1,1401
35,n,pirates,1,1401
14,n,merpeople,1,1401
39,s,pirates,1,1401
49,n,merpeople,1,1401
55,s,kraken,1,1401
74,s,merpeople,1,1401
58,s,kraken,1,1401
45,n,merpeople,1,1401
40,s,sharks,1,1401
100,n,unknown,1,1401
12,n,harpy,1,1401
17,n,pirates,1,1401
100,s,unknown,1,1401
55,n,kraken,1,1401
16,s,sharks,1,1401
89,n,demon whale,1,1401
7,n,harpy,1,1401
21,s,pirates,1,1401
76,s,water elemental,1,1401
14,n,sharks,1,1401
22,n,pirates,1,1401
45,s,pirates,1,1401
18,s,pirates,1,1401
89,s,nessie,1,1401
81,s,water elemental,1,1401
38,n,pirates,1,1401
51,n,pirates,1,1401
8,s,harpy,1,1401
100,s,unknown,1,1401
26,n,sharks,1,1401
35,n,pirates,1,1401
84,s,water elemental,1,1401
41,n,pirates,1,1401
52,n,kraken,1,1401
49,n,merpeople,1,1401
82,s,water elemental,1,1401
6,n,crabmonsters,1,1401
26,s,sharks,2,1401
99,n,demon whale,2,1401
10,n,harpy,2,1401
12,n,harpy,2,1401
51,s,kraken,2,1401
19,s,sharks,2,1401
15,n,pirates,2,1401
85,s,water elemental,2,1401
29,s,pirates,2,1401
28,n,sharks,2,1401
38,n,pirates,2,1401
29,n,pirates,2,1401
18,s,harpy,2,1401
85,n,water elemental,2,1401
80,n,water elemental,2,1401
27,n,pirates,2,1401
20,s,pirates,2,1401
30,n,sharks,2,1401
13,s,harpy,2,1401
55,n,kraken,2,1401
3,n,crabmonsters,2,1401
77,n,water elemental,2,1401
23,n,sharks,2,1401
38,n,pirates,2,1401
20,s,pirates,2,1401
26,n,pirates,2,1401
60,s,kraken,2,1401
15,s,sharks,2,1401
20,n,pirates,2,1401
15,n,pirates,2,1401
100,s,unknown,2,1401
100,s,unknown,2,1401
41,s,pirates,2,1401
35,n,pirates,2,1401
38,n,pirates,2,1401
20,n,pirates,2,1401
32,s,pirates,2,1401
28,s,sharks,2,1401
27,s,crabmonsters,2,1401
56,s,kraken,2,1401
33,n,sharks,2,1401
69,s,kraken,2,1401
16,n,pirates,2,1401
100,s,unknown,2,1401
100,s,unknown,2,1401
69,n,merpeople,2,1401
82,n,water elemental,2,1401
56,s,kraken,2,1401
49,s,kraken,2,1401
0,n,crabmonsters,2,1401
83,n,water elemental,2,1401
15,n,harpy,2,1401
12,s,sharks,2,1401
77,n,water elemental,2,1401
100,s,unknown,2,1401
30,n,pirates,2,1401
31,s,pirates,2,1401
12,n,harpy,2,1401
31,s,pirates,2,1401
100,n,unknown,2,1401
13,s,pirates,2,1401
11,n,pirates,2,1401
56,s,merpeople,2,1401
17,n,pirates,2,1401
27,s,merpeople,2,1401
49,s,pirates,2,1401
84,n,water elemental,2,1401
100,n,unknown,2,1401
18,s,pirates,2,1401
75,s,water elemental,2,1401
93,n,nessie,2,1401
41,s,merpeople,2,1401
82,s,water elemental,2,1401
20,n,pirates,2,1401
84,n,water elemental,2,1401
100,n,unknown,2,1401
18,n,harpy,2,1401
39,n,sharks,2,1401
27,n,pirates,2,1401
34,s,pirates,2,1401
100,n,unknown,2,1401
100,s,unknown,2,1401
25,n,pirates,2,1401
49,n,merpeople,2,1401
55,s,kraken,2,1401
50,n,kraken,2,1401
49,n,pirates,2,1401
93,s,nessie,2,1401
18,s,pirates,2,1401
21,s,crabmonsters,2,1401
65,n,kraken,2,1401
47,s,pirates,2,1401
7,n,harpy,2,1401
33,n,pirates,2,1401
23,n,pirates,2,1401
48,n,pirates,2,1401
11,n,pirates,2,1401
49,n,pirates,2,1401
10,s,harpy,2,1401
100,n,unknown,2,1401
43,s,merpeople,2,1401
22,s,pirates,2,1401
27,s,sharks,2,1401
27,s,sharks,2,1401
33,s,sharks,2,1401
33,n,pirates,2,1401
67,n,merpeople,2,1401
44,n,kraken,2,1401
16,n,sharks,2,1401
20,n,sharks,2,1401
100,s,unknown,2,1401
13,s,harpy,2,1401
54,s,merpeople,2,1401
81,n,nessie,2,1401
16,s,harpy,2,1401
43,n,sharks,2,1401
65,s,merpeople,2,1401
47,n,pirates,2,1401
51,s,merpeople,2,1401
51,n,kraken,2,1401
74,n,water elemental,2,1401
22,s,pirates,2,1401
22,s,pirates,2,1401
11,n,pirates,2,1401
24,s,pirates,2,1401
56,n,crabmonsters,2,1401
40,n,merpeople,2,1401
35,n,pirates,2,1401
34,s,pirates,2,1401
23,s,pirates,2,1401
27,n,pirates,2,1401
58,s,kraken,2,1401
60,n,crabmonsters,2,1401
6,s,sharks,2,1401
46,s,pirates,2,1401
82,n,water elemental,2,1401
22,s,sharks,2,1401
81,n,nessie,2,1401
91,s,nessie,2,1401
15,n,pirates,2,1401
39,s,kraken,2,1401
100,n,unknown,2,1401
100,s,unknown,2,1401
71,s,merpeople,2,1401
7,s,harpy,2,1401
100,s,unknown,2,1401
31,s,sharks,2,1401
35,s,pirates,2,1401
67,n,kraken,2,1401
76,s,water elemental,2,1401
49,n,pirates,2,1401
30,n,pirates,2,1401
19,n,sharks,2,1401
22,n,sharks,2,1401
31,n,pirates,2,1401
16,n,sharks,2,1401
87,n,crabmonsters,2,1401
19,s,pirates,2,1401
52,s,kraken,2,1401
20,n,pirates,2,1401
100,s,unknown,2,1401
34,s,pirates,2,1401
48,s,merpeople,2,1401
21,s,sharks,2,1401
9,n,harpy,2,1401
50,s,merpeople,2,1401
34,n,pirates,2,1401
82,s,water elemental,2,1401
51,s,kraken,2,1401
52,n,merpeople,2,1401
53,n,kraken,2,1401
17,s,pirates,2,1401
100,n,unknown,2,1401
33,n,pirates,2,1401
87,n,nessie,2,1401
16,s,pirates,2,1401
100,n,unknown,2,1401
29,n,merpeople,2,1401
24,s,pirates,2,1401
54,n,kraken,2,1401
100,n,unknown,3,1401
27,n,pirates,3,1401
100,n,unknown,3,1401
18,n,pirates,3,1401
14,s,pirates,3,1401
13,n,pirates,3,1401
81,n,water elemental,3,1401
75,s,water elemental,3,1401
81,s,water elemental,3,1401
21,n,crabmonsters,3,1401
6,n,harpy,3,1401
46,s,kraken,3,1401
28,n,sharks,3,1401
15,n,harpy,3,1401
100,n,unknown,3,1401
24,n,merpeople,3,1401
100,s,unknown,3,1401
41,n,merpeople,3,1401
13,n,pirates,3,1401
10,n,harpy,3,1401
30,n,merpeople,3,1401
100,n,unknown,3,1401
21,s,sharks,3,1401
14,s,pirates,3,1401
90,s,demon whale,3,1401
9,n,harpy,3,1401
22,s,merpeople,3,1401
77,s,water elemental,3,1401
20,s,harpy,3,1401
13,s,harpy,3,1401
11,s,pirates,3,1401
17,s,pirates,3,1401
83,n,nessie,3,1401
50,s,merpeople,3,1401
53,n,kraken,3,1401
40,s,merpeople,3,1401
17,s,harpy,3,1401
65,s,kraken,3,1401
32,n,merpeople,3,1401
61,n,merpeople,3,1401
29,s,merpeople,3,1401
26,n,sharks,3,1401
21,s,harpy,3,1401
9,s,harpy,3,1401
10,s,pirates,3,1401
19,s,merpeople,3,1401
100,s,unknown,3,1401
97,s,nessie,3,1401
100,s,unknown,3,1401
44,s,merpeople,3,1401
100,n,unknown,3,1401
22,s,merpeople,3,1401
10,n,harpy,3,1401
15,n,pirates,3,1401
16,n,pirates,3,1401
20,n,pirates,3,1401
66,n,kraken,3,1401
22,n,sharks,3,1401
32,s,sharks,3,1401
84,n,nessie,3,1401
22,n,pirates,3,1401
20,n,sharks,3,1401
21,s,pirates,3,1401
60,n,kraken,3,1401
17,s,sharks,3,1401
100,s,unknown,3,1401
51,s,kraken,3,1401
15,s,pirates,3,1401
32,s,sharks,3,1401
35,n,pirates,3,1401
27,s,sharks,3,1401
68,s,kraken,3,1401
22,n,pirates,3,1401
75,s,water elemental,3,1401
15,n,pirates,3,1401
59,s,kraken,3,1401
7,n,harpy,3,1401
27,s,sharks,3,1401
11,s,harpy,3,1401
14,n,harpy,3,1401
83,s,water elemental,3,1401
55,n,merpeople,3,1401
26,s,pirates,3,1401
29,s,sharks,3,1401
84,s,water elemental,3,1401
19,s,sharks,3,1401
63,s,kraken,3,1401
75,n,kraken,3,1401
26,n,pirates,3,1401
41,n,sharks,3,1401
47,s,kraken,3,1401
40,s,pirates,3,1401
27,s,sharks,3,1401
86,s,nessie,3,1401
75,s,crabmonsters,3,1401
37,n,merpeople,3,1401
17,s,sharks,3,1401
84,n,water elemental,3,1401
49,n,merpeople,3,1401
98,n,crabmonsters,3,1401
